target,symbol,ts_entry,timeframe,price_entry,tp_pct,sl_pct,feature_index_price,feature_last_price,feature_high,feature_low,feature_vol_24h,feature_open_interest,feature_funding_rate,feature_rsi,feature_atr_abs,feature_atr_norm,feature_atr_pct,feature_bb_width,feature_zscore,feature_adx_like,feature_volatility,feature_hour,feature_weekday,feature_pct_from_high,feature_dist_to_index,feature_price_delta_5m,feature_volume_sum_5m,feature_price_delta_15m,feature_volume_sum_15m,feature_spread_bps,feature_fee_bps,feature_ret_1,feature_ret_3,feature_ret_5,feature_ret_10,feature_mom_k,feature_book_imbalance,feature_oi_change,feature_qty,feature_direction,feature_tp_pct_used,feature_sl_pct_used,source
0,ARIAUSDT,0.0,0.0,0.19905258,0.004410724551748657,0.0035285796413989253,0.09141,0.09159,0.09823,0.07815,1065129.0635,8674114.0,5e-05,66.05419746902317,0.00017559322033898272,0.0008821449103497313,0.08821449103497313,0.009815785651233547,0.0730266316211664,51.111111111114546,0.0015666125392668846,0.0,3.0,1.0263929448600944,1.1775799017877704,-0.00019999999999999185,2031.0,0.0003500000000000031,9732.0,0.0,5.999999999999999,0.0,-0.0022346368715082665,-0.0022346368715082665,-0.0006714413607876724,0.0003500000000000031,0.0,0.0,88.232,-1.0,0.004410724551748657,0.0035285796413989253,bybit
0,XRPUSDT,0.0,0.0,2.24035468,0.006,0.004,2.1312,2.1296,2.149,2.0249,889365457.2418,170412416.0,0.0001,65.05187160116918,0.005079661016949154,0.002267346801065068,0.2267346801065068,0.009815213541654084,0.5929593893358681,17.647058823526496,0.0012250443582912738,0.0,3.0,0.04251032105979036,0.05121747369969131,0.000300000000000189,838249.4,0.00649999999999995,2833939.7,0.0,5.999999999999999,-0.00032638597472822717,-0.000605975854192975,0.00013994495498437232,0.0037923123741749887,0.008700000000000152,0.0,0.0,15.3356,1.0,0.006,0.004,bybit
0,XRPUSDT,0.0,0.0,2.24304126,0.006,0.004,2.1312,2.1296,2.149,2.0249,889365457.2418,170412416.0,0.0001,65.05187160116918,0.005079661016949154,0.0022646311093488997,0.22646311093488997,0.009815213541654084,0.5929593893358681,17.647058823526496,0.0012250443582912738,0.0,3.0,0.043760474619003974,0.05247806866906989,0.000300000000000189,838249.4,0.00649999999999995,2833939.7,0.0,5.999999999999999,-0.00032638597472822717,-0.000605975854192975,0.00013994495498437232,0.0037923123741749887,0.008700000000000152,0.0,0.0,15.3356,-1.0,0.006,0.004,bybit
0,ARIAUSDT,0.0,0.0,0.19822088,0.004429231177335675,0.0035433849418685403,0.09141,0.09159,0.09823,0.07815,1065129.0635,8674114.0,5e-05,66.05419746902317,0.00017559322033898272,0.0008858462354671351,0.08858462354671351,0.009815785651233547,0.0730266316211664,51.111111111114546,0.0015666125392668846,0.0,3.0,1.0179260814626276,1.1684813349909051,-0.00019999999999999185,2031.0,0.0003500000000000031,9732.0,0.0,5.999999999999999,0.0,-0.0022346368715082665,-0.0022346368715082665,-0.0006714413607876724,0.0003500000000000031,0.0,0.0,146.51,1.0,0.004429231177335675,0.0035433849418685403,bybit
0,ARIAUSDT,0.0,0.0,0.19822909,0.004429047733079507,0.0035432381864636056,0.09141,0.09159,0.09823,0.07815,1065129.0635,8674114.0,5e-05,66.05419746902317,0.00017559322033898272,0.0008858095466159014,0.08858095466159013,0.009815785651233547,0.0730266316211664,51.111111111114546,0.0015666125392668846,0.0,3.0,1.018009660816353,1.1685711501086187,-0.00019999999999999185,2031.0,0.0003500000000000031,9732.0,0.0,5.999999999999999,0.0,-0.0022346368715082665,-0.0022346368715082665,-0.0006714413607876724,0.0003500000000000031,0.0,0.0,146.51,-1.0,0.004429047733079507,0.0035432381864636056,bybit
0,BTCUSDT,0.0,0.0,109697.39047944,0.004885937340247272,0.003908749872197818,92045.42,91990.5,93150.0,88571.6,10225411320.8585,58758.095,3.567e-05,37.035775126884936,107.1949152542363,0.0009771874680494545,0.09771874680494545,0.005516939525504778,-0.8611137038133296,12.14215202368863,0.0005510718937514807,0.0,3.0,0.17764240987052948,0.19177456607226964,-71.59999999999127,328.909,-220.39999999999418,1065.377,0.0,5.999999999999999,-0.00010916069902933145,-0.0004108994131598598,-0.0007969927992367287,-9.913673071559881e-05,-152.1999999999971,0.0,0.0,0.0001,-1.0,0.004885937340247272,0.003908749872197818,bybit
0,BTCUSDT,0.0,0.0,109447.04230632,0.004897113389058955,0.003917690711247164,92045.42,91990.5,93150.0,88571.6,10225411504.8395,58758.095,3.567e-05,37.035775126884936,107.1949152542363,0.000979422677811791,0.09794226778117911,0.005516939525504778,-0.8611137038133296,12.14215202368863,0.0005510718937514807,0.0,3.0,0.17495482883864547,0.18905473304722617,-71.59999999999127,328.909,-220.39999999999418,1065.377,0.0,5.999999999999999,-0.00010916069902933145,-0.0004108994131598598,-0.0007969927992367287,-9.913673071559881e-05,-152.1999999999971,0.0,0.0,0.0001,1.0,0.004897113389058955,0.003917690711247164,bybit
1,ETHUSDT,0.0,0.0,2492.19989768,0.006,0.004,3023.49,3022.5,3105.38,2871.11,7606922951.0941,737267.27,0.0001,58.95699286063673,5.952033898305086,0.0023882650440062454,0.23882650440062453,0.008676188485071274,0.3415906985611933,12.366912366914427,0.0009571642240487511,0.0,3.0,-0.19745734896206021,-0.17572080685559538,2.8200000000001637,7392.38,0.7200000000002547,18728.07,0.0,5.999999999999999,-0.00018997530321052114,0.0006471239676038021,0.000940940940941104,0.0038516753616593125,5.289999999999964,0.0,0.0,0.013,-1.0,0.006,0.004,bybit
1,ETHUSDT,0.0,0.0,2501.74863732,0.006,0.004,3023.56,3022.5,3105.38,2871.11,7606922951.0941,737267.27,0.0001,58.95699286063673,5.952033898305086,0.0023791494515137245,0.23791494515137246,0.008676188485071274,0.3415906985611933,12.366912366914427,0.0009571642240487511,0.0,3.0,-0.1943824468115998,-0.1725817786582133,2.8200000000001637,7392.38,0.7200000000002547,18728.07,0.0,5.999999999999999,-0.00018997530321052114,0.0006471239676038021,0.000940940940941104,0.0038516753616593125,5.289999999999964,0.0,0.0,0.013,1.0,0.006,0.004,bybit
0,BTCUSDT,0.0,0.0,109171.51322474,0.00490947281428468,0.003927578251427744,92045.4,92019.2,93150.0,88571.6,10225588234.2813,58758.095,3.567e-05,37.035775126884936,107.1949152542363,0.000981894562856936,0.0981894562856936,0.005516939525504778,-0.8611137038133296,12.14215202368863,0.0005510718937514807,0.0,3.0,0.17199692136059935,0.18606158726823746,-71.59999999999127,328.909,-220.39999999999418,1065.377,0.0,5.999999999999999,-0.00010916069902933145,-0.0004108994131598598,-0.0007969927992367287,-9.913673071559881e-05,-152.1999999999971,0.0,0.0,0.00012,1.0,0.00490947281428468,0.003927578251427744,bybit
